Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
s3fs-nio,org.carlspring.cloud.storage.s3fs.attribute,S3BasicFileAttributes,6,0,13,13,52,13,1,0,0.23076923076923078,7,0,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\attribute\S3BasicFileAttributes.java,8
s3fs-nio,org.carlspring.cloud.storage.s3fs.attribute,S3BasicFileAttributeView,1,0,4,4,14,4,0,0,0.75,0,1,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\attribute\S3BasicFileAttributeView.java,10
s3fs-nio,org.carlspring.cloud.storage.s3fs.attribute,S3PosixFileAttributes,3,0,4,4,20,4,0,1,0.0,2,0,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\attribute\S3PosixFileAttributes.java,6
s3fs-nio,org.carlspring.cloud.storage.s3fs.attribute,S3PosixFileAttributeView,2,0,9,9,33,10,0,0,0.6666666666666666,0,1,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\attribute\S3PosixFileAttributeView.java,10
s3fs-nio,org.carlspring.cloud.storage.s3fs.attribute,S3UserPrincipal,1,0,2,2,9,2,0,0,0.0,1,0,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\attribute\S3UserPrincipal.java,5
s3fs-nio,org.carlspring.cloud.storage.s3fs,S3AccessControlList,2,0,5,4,38,7,0,0,0.0,1,1,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\S3AccessControlList.java,9
s3fs-nio,org.carlspring.cloud.storage.s3fs,S3AwsRegionProviderChain,2,0,2,1,28,2,0,0,1.0,2,0,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\S3AwsRegionProviderChain.java,10
s3fs-nio,org.carlspring.cloud.storage.s3fs,S3AwsRegionProviderChain.Builder,2,0,0,0,17,0,0,0,-1.0,0,0,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\S3AwsRegionProviderChain.java,33
s3fs-nio,org.carlspring.cloud.storage.s3fs,S3ClientFactory,0,0,1,0,5,1,0,1,-1.0,1,0,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\S3ClientFactory.java,6
s3fs-nio,org.carlspring.cloud.storage.s3fs,S3Factory,26,22,15,1,218,34,1,0,0.0,3,1,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\S3Factory.java,32
s3fs-nio,org.carlspring.cloud.storage.s3fs,S3FileChannel,8,0,15,14,257,29,0,0,0.0,1,1,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\S3FileChannel.java,37
s3fs-nio,org.carlspring.cloud.storage.s3fs,S3FileStore,2,0,21,18,128,34,0,0,0.38095238095238093,5,2,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\S3FileStore.java,16
s3fs-nio,org.carlspring.cloud.storage.s3fs,S3FileStoreAttributeView,5,1,4,3,0,7,0,0,0.5,1,0,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\S3FileStoreAttributeView.java,6
s3fs-nio,org.carlspring.cloud.storage.s3fs,S3FileStoreAttributeView.AttrID,0,0,0,0,1,0,0,0,-1.0,0,0,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\S3FileStoreAttributeView.java,21
s3fs-nio,org.carlspring.cloud.storage.s3fs,S3FileSystem,6,0,23,23,132,33,0,0,0.391304347826087,12,3,C:\Users\Dury233\Desktop\dal ass\3130\A3\s3fs-nio\src\main\java\org\carlspring\cloud\storage\s3fs\S3FileSystem.java,19
