Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewInputStreamTest,inputStreamFile,9,1,0,43,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewInputStreamTest,newInputStreamFileNotExists,13,1,0,61,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewInputStreamTest,inputStreamDirectory,10,1,0,85,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewInputStreamTest,buildFakeEnv,3,1,0,104,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewInputStreamTest,createNewS3FileSystem,8,1,0,111,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,setup,4,1,0,36,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,tearDown,3,1,0,44,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,outputStreamFileExists,12,1,0,52,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,outputStreamFileNotExists,11,1,0,74,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,outputStreamWithCreateNew,11,1,0,96,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,outputStreamWithTruncate,13,1,0,118,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,outputStreamWithCreateNewAndFileExists,6,1,0,145,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,outputStreamWithCreateAndFileExists,6,1,0,160,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,outputStreamWithCreateAndFileNotExists,10,1,0,175,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,getS3Directory,8,1,0,196,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,NewOutputStreamTest,createNewS3FileSystem,8,1,0,211,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,setup,4,1,0,42,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesFileEmpty,13,1,0,50,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesFile,20,1,0,72,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesDirectory,21,1,0,103,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesDirectoryNotExistsAtAmazon,21,1,0,139,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesRegenerateCacheWhenNotExists,11,1,0,175,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesPosixRegenerateCacheWhenNotExists,11,1,0,199,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesFileNotExists,11,1,0,223,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesFileNotExistsButExistsAnotherThatContainsTheKey,11,1,0,241,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesNotAcceptedSubclass,11,1,0,259,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionOwnerWriteAttributes,8,1,0,279,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionOwnerExecuteAttributes,8,1,0,301,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionGroupWriteAttributes,8,1,0,323,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionGroupExecuteAttributes,8,1,0,345,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionOtherWriteAttributes,8,1,0,367,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readPosixPermissionOwnerAndGroupAttributes,8,1,0,391,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesAll,19,1,0,414,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesAllBasic,10,1,0,444,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesOnlyOne,10,1,0,465,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesPartial,11,1,0,483,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesPartialBasic,10,1,0,502,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesAllPosix,8,1,0,522,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesPartialPosix,8,1,0,538,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesNullAttrs,11,1,0,554,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesDosNotSupported,11,1,0,572,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesUnknownNotSupported,11,1,0,590,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,readAttributesObject,7,1,0,609,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,ReadAttributesTest,createNewS3FileSystem,8,1,0,620,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,SetAttributeTest,setup,4,1,0,18,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.fileSystemProvider,SetAttributeTest,readAttributesObject,5,1,0,26,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,BaseAnnotationTest,hasS3Annotation,3,1,1,6,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,BaseAnnotationTest,hasS3Annotation,3,1,2,17,0,org.carlspring.cloud.storage.s3fs.junit.annotations.BaseAnnotationTest,org.carlspring.cloud.storage.s3fs.junit.annotations.BaseAnnotationTest
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,BaseAnnotationTest,hasMinioAnnotation,3,1,1,32,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,BaseAnnotationTest,hasMinioAnnotation,3,1,2,43,0,org.carlspring.cloud.storage.s3fs.junit.annotations.BaseAnnotationTest,org.carlspring.cloud.storage.s3fs.junit.annotations.BaseAnnotationTest
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,MinioIntegrationTestAnnotationTest,testClassLevelAnnotation,7,1,0,14,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,MinioIntegrationTestAnnotationTest,testMethodLevelAnnotation,8,1,0,26,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,S3IntegrationTestAnnotationTest,testClassLevelAnnotation,7,1,0,13,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.annotations,S3IntegrationTestAnnotationTest,testMethodLevelAnnotation,8,1,0,25,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.examples,CombinedIT,testS3MethodShouldExecuteBecauseOfClassLevelAnnotation,4,1,0,22,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.examples,CombinedIT,testMinioMethodShouldExecuteBecauseOfClassLevelAnnotation,4,1,0,29,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.examples,CombinedMinioS3IT,testS3MethodShouldExecuteBecauseOfMethodLevelAnnotation,4,1,0,21,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.examples,CombinedMinioS3IT,testMinioMethodShouldExecuteBecauseOfClassLevelAnnotation,4,1,0,29,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.examples,CombinedS3MinioIT,testS3MethodShouldExecuteBecauseOfClassLevelAnnotation,4,1,0,21,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.examples,CombinedS3MinioIT,testMinioMethodShouldExecuteBecauseOfMethodLevelAnnotation,4,1,0,28,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.examples,MinioClassAnnotationIT,testShouldExecuteBecauseOfClassAnnotation,4,1,0,17,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.examples,MinioMethodAnnotationIT,testShouldExecuteBecauseOfMethodAnnotation,4,1,0,16,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.examples,S3ClassAnnotationIT,testShouldExecuteBecauseOfClassAnnotation,4,1,0,17,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.junit.examples,S3MethodAnnotationIT,testShouldExecuteBecauseOfMethodAnnotation,4,1,0,16,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,setup,4,1,0,25,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,tearDown,3,1,0,33,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,getPath,3,1,1,39,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithAbsoluteRelative,3,1,0,44,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithAbsoluteAbsolute,3,1,0,50,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithRelativeRelative,3,1,0,56,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithRelativeAbsolute,3,1,0,62,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithDifferentFileSystem,3,1,0,68,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithBlankRelativeAbsolute,3,1,0,74,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithBlankBlank,3,1,0,80,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithRelativeBlankAbsolute,3,1,0,86,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithRelativeBlankRelative,3,1,0,92,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithDifferent,3,1,0,98,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithDifferentProvider,10,1,0,104,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EndsWithTest,endsWithString,10,1,0,123,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,setup,4,1,0,28,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,tearDown,4,1,0,36,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,getPath,3,1,1,44,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,equals,5,1,0,49,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,equalsDir,5,1,0,58,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,equalsBucket,5,1,0,67,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,equalsBucketWithoutEndSlash,5,1,0,76,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,notEquals,5,1,0,85,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,notEqualsDirFile,5,1,0,94,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,notEqualsNull,4,1,0,103,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,EqualsTest,notEqualsDifferentProvider,14,1,0,111,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetFileNameTest,setup,4,1,0,22,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetFileNameTest,tearDown,3,1,0,30,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetFileNameTest,getPath,3,1,1,36,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetFileNameTest,getFileName,5,1,0,41,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetFileNameTest,getFileNameInDir,7,1,0,50,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetFileNameTest,getBucket,5,1,0,61,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetKeyTest,setup,4,1,0,19,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetKeyTest,getPath,3,1,1,27,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetKeyTest,getKeyBucket,4,1,0,32,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetKeyTest,getKeyFile,4,1,0,40,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetKeyTest,getKeyFolder,4,1,0,48,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetKeyTest,getKeyParent,4,1,0,56,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetKeyTest,getKeyRoot,4,1,0,64,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetKeyTest,getKeyEncodingPath,4,1,0,72,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetNameTest,setup,4,1,0,23,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetNameTest,tearDown,4,1,0,31,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetNameTest,getPath,3,1,1,39,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetNameTest,getNameBucket,5,1,0,44,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetNameTest,getName0,4,1,0,55,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetNameTest,getNames,6,1,0,63,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetNameTest,getNameOutOfIndex,5,1,0,73,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetRootTest,setup,4,1,0,21,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetRootTest,tearDown,4,1,0,29,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetRootTest,getRootReturnBucket,3,1,0,37,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetRootTest,getRootRelativeReturnNull,3,1,0,43,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,GetRootTest,getPath,3,1,1,49,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,IteratorTest,setup,4,1,0,22,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,IteratorTest,getPath,3,1,1,30,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,IteratorTest,iterator,7,1,0,35,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,IteratorTest,iteratorEmtpy,4,1,0,46,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveSiblingTest,setup,4,1,0,21,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveSiblingTest,tearDown,4,1,0,29,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveSiblingTest,getPath,3,1,1,37,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveSiblingTest,resolveSibling,14,1,0,42,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveSiblingTest,resolveSiblingString,14,1,0,70,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveTest,setup,4,1,0,21,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveTest,tearDown,4,1,0,29,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveTest,getPath,3,1,1,37,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ResolveTest,resolve,14,1,0,42,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,setup,4,1,0,28,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,forPath,3,1,1,35,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createNoPath,5,1,0,40,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createWithTrailingSlash,5,1,0,49,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createWithPath,5,1,0,58,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createWithPathAndTrailingSlash,5,1,0,67,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createWithPathAndTrailingSlashDir,5,1,0,76,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,createRelative,6,1,0,85,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,getParent,6,1,0,95,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,normalize,17,1,0,104,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,nameCount,4,1,0,129,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,relativize,7,1,0,136,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,registerWatcherShouldThrowException,7,1,0,153,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,registerWatcherWithEventsAndModifierShouldThrowUnsupportedOperationException,7,1,0,164,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,toFile,7,1,0,179,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,compare,9,1,0,192,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,toRealPathThrowException,5,1,0,206,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,toAbsolutePathRelativePathThrowException,7,1,0,218,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,toAbsolutePath,5,1,0,230,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,hashCodeHashMap,7,1,0,239,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,preconditions,8,1,0,250,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,constructors,29,1,0,263,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,register,8,1,0,308,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,S3PathTest,registerWatchService,8,1,0,320,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,setup,4,1,0,23,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,tearDown,4,1,0,31,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,getPath,3,1,1,39,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithBucket,4,1,0,44,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithBlank,3,1,0,51,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithBlankRelative,3,1,0,57,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithSlash,3,1,0,63,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithBlankBlank,3,1,0,69,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithOnlyBuckets,3,1,0,75,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithRelativeVsAbsolute,3,1,0,81,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithRelativeVsAbsoluteInBucket,3,1,0,87,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithFalse,4,1,0,93,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithNotNormalize,3,1,0,100,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithNormalize,3,1,0,106,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithRelative,3,1,0,113,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithDifferentProvider,3,1,0,119,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithString,3,1,0,125,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithStringRelative,3,1,0,131,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithStringOnlyBuckets,3,1,0,137,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithStringRelativeVsAbsolute,3,1,0,143,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithStringFalse,4,1,0,149,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,StartsWithTest,startsWithStringRelativeVsAbsoluteInBucket,3,1,0,156,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,SubpathTest,setup,4,1,0,23,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,SubpathTest,tearDown,4,1,0,31,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,SubpathTest,getPath,3,1,1,39,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,SubpathTest,subPath0,3,1,0,44,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,SubpathTest,subPath,7,1,0,50,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,SubpathTest,subPathOutOfRange,5,1,0,60,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,setup,4,1,0,27,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,tearDown,3,1,0,34,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUri,9,1,0,40,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUriWithEndSlash,4,1,0,61,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUriWithSpaces,4,1,0,69,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUriWithNotEndSlash,4,1,0,77,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUriRelative,5,1,0,85,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUriRelativeWithSpaces,5,1,0,95,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUriBucketWithoutEndSlash,4,1,0,105,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUriWithCredentials,6,1,0,113,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUriWithCredentialBySystemProperty,9,1,0,127,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,toUriWithEndpoint,9,1,0,143,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToUriTest,getPath,3,1,1,159,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToURLIT,getS3FileSystem,16,3,1,35,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToURLIT,toURLDefault,9,1,0,61,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToURLIT,toURLWithPathStyle,9,1,0,82,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToURLIT,toURLNull,5,1,0,97,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.path,ToURLIT,getHost,8,2,1,108,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,EnvironmentIT,couldCreateFileSystem,6,1,0,19,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,FileStoreTest,setup,5,1,0,24,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,FileStoreTest,close,5,1,0,33,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,FileStoreTest,getFileStore,22,5,0,42,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,cleanup,7,1,0,43,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,useZipProvider,9,1,0,57,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,useZipProviderPathNotExists,7,1,0,75,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,useAlternativeZipProvider,10,1,0,87,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,newS3Provider,11,1,0,107,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,getZipProvider,5,1,0,133,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,getZipPath,5,1,0,145,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,getMemoryPath,5,1,0,157,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,createZipTempFile,8,1,0,170,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,InstallProviderTest,pathToString,12,3,1,184,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,setup,4,1,0,20,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,close,9,1,0,28,0,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,firstAndMore,4,1,0,46,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,relative,3,1,0,55,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,absolute,3,1,0,61,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,startsWith,3,1,0,69,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,startsWithBlank,3,1,0,75,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,startsWithBlankRelative,3,1,0,81,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,startsWithBlankBlank,3,1,0,87,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,startsWithRelativeVsAbsolute,3,1,0,93,1,,
s3fs-nio,org.carlspring.cloud.storage.s3fs.spike,PathSpecTest,startsWithFalse,4,1,0,99,1,,
